@relation weka_train

@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {bad,good}

@data
0.19469,0.455479,0,0.10274,0.153589,0.183099,0.084806,0.479442,0.614173,0.131737,0.353846,bad
0.150442,0.123288,0.48,0.061644,0.095159,0.239437,0.194346,0.428047,0.551181,0.269461,0.292308,bad
0.380531,0,0.45,0.061644,0.105175,0.126761,0.053004,0.400147,0.527559,0.257485,0.538462,good
0.247788,0.260274,0.47,0.075342,0.123539,0.28169,0.236749,0.508811,0.488189,0.143713,0.107692,bad
0.40708,0.349315,0.21,0.123288,0.141903,0.394366,0.208481,0.640969,0.425197,0.149701,0.184615,bad
0.380531,0.428082,0.18,0.109589,0.108514,0.197183,0.14841,0.537445,0.362205,0.083832,0.2,bad
0.548673,0.191781,0.41,0.089041,0.1202,0.084507,0.038869,0.611601,0.267717,0.203593,0.138462,bad
0.132743,0.280822,0.08,0.068493,0.108514,0.323944,0.137809,0.382526,0.677165,0.209581,0.292308,bad
0.238938,0.191781,0.3,0.054795,0.113523,0.450704,0.257951,0.501468,0.527559,0.191617,0.169231,bad
0.300885,0.376712,0.3,0.075342,0.080134,0.521127,0.19788,0.420705,0.409449,0.137725,0.276923,bad
0.221239,0.321918,0.02,0.09589,0.116861,0.323944,0.310954,0.541116,0.637795,0.11976,0.2,bad
0.265487,0.349315,0.03,0.075342,0.113523,0.366197,0.130742,0.419236,0.551181,0.185629,0.384615,bad
0.469027,0.287671,0.45,0.09589,0.098497,0.211268,0.120141,0.662996,0.511811,0.173653,0.153846,bad
0.256637,0.205479,0.32,0.123288,0.09182,0.084507,0.067138,0.455947,0.393701,0.065868,0.307692,bad
0.256637,0.40411,0,0.047945,0.133556,0.295775,0.088339,0.461087,0.503937,0.149701,0.246154,bad
0.274336,0.315068,0.01,0.061644,0.126878,0.15493,0.042403,0.411894,0.456693,0.137725,0.323077,good
0.20354,0.19863,0.31,0.075342,0.111853,0.28169,0.159011,0.485316,0.574803,0.131737,0.169231,bad
0.371681,0.571918,0.05,0.061644,0.105175,0.056338,0.045936,0.447137,0.440945,0.065868,0.184615,bad
0.274336,0.390411,0.05,0.123288,0.105175,0.197183,0.074205,0.538179,0.409449,0.167665,0.107692,bad
0.247788,0.356164,0.07,0.061644,0.146912,0.098592,0.060071,0.442731,0.440945,0.149701,0.184615,bad
0.247788,0.578767,0,0.089041,0.126878,0.211268,0.091873,0.549927,0.661417,0.203593,0.276923,bad
0.238938,0.421233,0,0.089041,0.113523,0.239437,0.077739,0.556535,0.527559,0.161677,0.153846,bad
0.230088,0.253425,0.24,0.089041,0.096828,0.056338,0.106007,0.435389,0.464567,0.08982,0.153846,bad
0.150442,0.164384,0.19,0.157534,0.105175,0.197183,0.116608,0.406021,0.645669,0.113772,0.661538,bad
0.265487,0.452055,0,0.054795,0.106845,0.450704,0.137809,0.4442,0.448819,0.173653,0.353846,bad
0.274336,0.369863,0.04,0.047945,0.045075,0.042254,0.010601,0.450073,0.519685,0.083832,0.153846,bad
0.256637,0.434932,0,0.068493,0.1202,0.070423,0.021201,0.488253,0.472441,0.095808,0.2,bad
0.256637,0.10274,0.34,0.09589,0.063439,0.042254,0.007067,0.36931,0.519685,0.185629,0.4,good
0.292035,0.308219,0.31,0.075342,0.111853,0.126761,0.257951,0.491924,0.433071,0.215569,0.169231,bad
0.115044,0.047945,0.21,0.054795,0.055092,0.788732,0.45583,0.245228,0.456693,0.065868,0.169231,bad
0.256637,0.273973,0.16,0.068493,0.12187,0.15493,0.102473,0.494126,0.503937,0.173653,0.169231,good
0.274336,0.10274,0.68,0.178082,0.577629,0.056338,0.014134,0.523495,0.401575,0.449102,0.230769,good
0.300885,0.205479,0.32,0.109589,0.113523,0.352113,0.409894,0.582966,0.377953,0.443114,0.2,bad
0.327434,0.212329,0.3,0.171233,0.111853,0.084507,0.09894,0.573421,0.488189,0.167665,0.323077,bad
0.176991,0.414384,0.2,0.472603,0.101836,0.394366,0.257951,0.560206,0.433071,0.125749,0.123077,bad
0.230088,0.349315,0,0.068493,0.141903,0.183099,0.113074,0.490455,0.496063,0.149701,0.092308,bad
0.353982,0.359589,0.25,0.075342,0.118531,0.098592,0.077739,0.593245,0.425197,0.161677,0.246154,bad
0.309735,0.376712,0.55,0.061644,0.175292,0.43662,0.477032,0.494126,0.338583,0.173653,0.153846,bad
0.141593,0.308219,0.1,0.082192,0.0601,0.042254,0.017668,0.323789,0.551181,0.257485,0.369231,bad
0.247788,0.294521,0.22,0.089041,0.156928,0.15493,0.233216,0.428047,0.244094,0.179641,0.123077,bad
0.141593,0.315068,0,0.047945,0.088481,0.098592,0.042403,0.479442,0.645669,0.305389,0.153846,bad
0.371681,0.294521,0.04,0.089041,0.178631,0.183099,0.176678,0.450073,0.370079,0.161677,0.384615,bad
0.274336,0.308219,0.21,0.041096,0.095159,0.042254,0.010601,0.331131,0.330709,0.125749,0.215385,bad
0.141593,0.39726,0.15,0.287671,0.106845,0.169014,0.074205,0.451542,0.629921,0.161677,0.538462,bad
0.548673,0.136986,0.44,0.047945,0.085142,0.211268,0.109541,0.618943,0.377953,0.269461,0.246154,bad
0.230088,0.184932,0.32,0.061644,0.088481,0.464789,0.190813,0.51909,0.566929,0.269461,0.230769,bad
0.59292,0.171233,0.5,0.061644,0.130217,0.267606,0.144876,0.533774,0.322835,0.143713,0.323077,bad
0.230088,0.246575,0.07,0.315068,0.128548,0.126761,0.042403,0.497063,0.496063,0.209581,0.430769,good
0.256637,0.260274,0.36,0.356164,0.098497,0.225352,0.339223,0.567548,0.480315,0.281437,0.323077,bad
0.646018,0.184932,0.69,0.130137,0.138564,0.225352,0.102473,0.685022,0.283465,0.167665,0.369231,bad
0.221239,0.431507,0.01,0.089041,0.078464,0.140845,0.042403,0.17254,0.511811,0.041916,0.676923,bad
0.318584,0.212329,0.29,0.047945,0.115192,0.366197,0.137809,0.437592,0.401575,0.125749,0.292308,bad
0.283186,0.291096,0.12,0.109589,0.093489,0.140845,0.102473,0.435389,0.472441,0.167665,0.492308,bad
0.300885,0.308219,0.23,0.157534,0.101836,0.225352,0.399293,0.490455,0.409449,0.143713,0.138462,bad
0.336283,0.130137,0.29,0.150685,0.30384,0.183099,0.070671,0.388399,0.377953,0.269461,0.553846,bad
0.469027,0.253425,0.58,0.178082,0.136895,0.112676,0.130742,0.758443,0.433071,0.149701,0.092308,bad
0.442478,0.178082,0.31,0.109589,0.140234,0.211268,0.151943,0.596916,0.354331,0.221557,0.246154,good
0.132743,0.356164,0.02,0.10274,0.095159,0.352113,0.141343,0.257709,0.574803,0.071856,0.4,bad
0.212389,0.390411,0,0.068493,0.170284,0.028169,0.014134,0.461821,0.480315,0.161677,0.2,bad
0.973451,0.359589,0.49,0.226027,0.138564,0.126761,0.060071,0.960352,0.141732,0.245509,0.415385,bad
0.247788,0.273973,0.13,0.10274,0.110184,0.464789,0.194346,0.382526,0.543307,0.155689,0.369231,bad
0.353982,0.239726,0.27,0.09589,0.071786,0.183099,0.077739,0.373715,0.346457,0.281437,0.430769,bad
0.362832,0.452055,0.51,0.054795,0.672788,0.15493,0.212014,0.452276,0.204724,0.502994,0.123077,bad
0.176991,0.260274,0,0.061644,0.083472,0.28169,0.077739,0.253304,0.551181,0.131737,0.6,bad
0.40708,0.212329,0.52,0.09589,0.118531,0.183099,0.060071,0.552863,0.480315,0.167665,0.446154,bad
0.221239,0.130137,0.3,0.089041,0.068447,0.492958,0.427562,0.4721,0.15748,0.772455,0.169231,bad
0.39823,0.44863,0.22,0.089041,0.111853,0.15493,0.14841,0.552863,0.346457,0.107784,0.184615,bad
0.265487,0.157534,0.6,0.116438,0.101836,0.309859,0.134276,0.476505,0.503937,0.275449,0.415385,bad
0.053097,0.150685,0,0.061644,0.063439,0.366197,0.201413,0.112335,0.740157,0.275449,0.861538,bad
0.513274,0.219178,0.73,0.386986,0.103506,0.521127,0.24735,0.655653,0.338583,0.311377,0.553846,good
0.336283,0.342466,0.12,0.061644,0.100167,0.521127,0.141343,0.364905,0.503937,0.335329,0.523077,bad
0.389381,0.455479,0.24,0.054795,0.110184,0.126761,0.053004,0.502937,0.433071,0.203593,0.246154,bad
0.389381,0.390411,0,0.10274,0.126878,0.253521,0.113074,0.655653,0.480315,0.161677,0.138462,bad
0.061947,0.239726,0.11,0.089041,0.0601,0.211268,0.293286,0.128488,0.629921,0.329341,0.794872,good
0.19469,0.30137,0.22,0.061644,0.103506,0.197183,0.063604,0.316446,0.519685,0.293413,0.430769,bad
0.380531,0.517123,0.13,0.174658,0.126878,0.042254,0.028269,0.685022,0.551181,0.113772,0.476923,bad
0.584071,0.260274,0.74,0.291096,0.146912,0.056338,0.038869,0.699706,0.377953,0.173653,0.430769,bad
0.256637,0.273973,0.42,0.09589,0.125209,0.098592,0.113074,0.523495,0.661417,0.167665,0.323077,bad
0.247788,0.089041,0.29,0.089041,0.070117,0.253521,0.151943,0.483847,0.519685,0.257485,0.384615,good
0.212389,0.363014,0.02,0.082192,0.09015,0.098592,0.067138,0.523495,0.574803,0.203593,0.169231,bad
0.19469,0.472603,0.05,0.075342,0.096828,0.070423,0.028269,0.407489,0.606299,0.197605,0.369231,bad
0.327434,0.280822,0,0.034247,0.096828,0.070423,0.028269,0.43025,0.401575,0.185629,0.246154,bad
0.044248,0.267123,0.18,0.082192,0.050083,0.211268,0.335689,0.171072,0.566929,0.323353,0.692308,good
0.212389,0.267123,0.09,0.082192,0.083472,0.042254,0.010601,0.423642,0.480315,0.125749,0.323077,bad
0.070796,0.424658,0.09,0.054795,0.128548,0.211268,0.070671,0.290015,0.732283,0.137725,0.492308,bad
0.238938,0.363014,0,0.020548,0.088481,0.197183,0.053004,0.332599,0.511811,0.083832,0.246154,good
0.39823,0.260274,0.3,0.068493,0.088481,0.098592,0.038869,0.563142,0.456693,0.227545,0.323077,bad
0.59292,0.150685,0.45,0.075342,0.116861,0.070423,0.031802,0.640969,0.15748,0.197605,0.123077,bad
0.495575,0.075342,0.37,0.089041,0.075125,0.183099,0.106007,0.445668,0.385827,0.095808,0.138462,bad
0.522124,0.205479,0.66,0.140411,0.173623,0.15493,0.081272,0.508811,0.393701,0.251497,0.507692,good
0.345133,0.369863,0.2,0.082192,0.141903,0.309859,0.378092,0.53304,0.307087,0.08982,0.123077,bad
0.168142,0.232877,0.14,0.10274,0.170284,0.112676,0.109541,0.532305,0.724409,0.191617,0.215385,bad
0.274336,0.578767,0.1,0.082192,0.166945,0.140845,0.056537,0.457416,0.409449,0.101796,0.169231,bad
0.539823,0.232877,0.39,0.075342,0.081803,0.084507,0.031802,0.589574,0.346457,0.173653,0.169231,bad
0.212389,0.390411,0.07,0.109589,0.131886,0.197183,0.053004,0.414831,0.503937,0.161677,0.446154,bad
0.513274,0.09589,0.48,0.068493,0.09015,0.070423,0.014134,0.526432,0.464567,0.323353,0.384615,bad
0.318584,0.130137,0.4,0.089041,0.076795,0.070423,0.014134,0.388399,0.448819,0.209581,0.430769,good
0.557522,0.136986,0.52,0.061644,0.200334,0.225352,0.134276,0.533774,0.425197,0.263473,0.476923,bad
0.212389,0.212329,0.3,0.075342,0.12187,0.070423,0.116608,0.248899,0.464567,0.077844,0.538462,bad
0.274336,0.19863,0.76,0.061644,1,0.098592,0.137809,0.494126,0.251969,0.556886,0.153846,bad
0.469027,0.157534,0.38,0.041096,0.076795,0.422535,0.144876,0.491189,0.409449,0.293413,0.338462,good
0.221239,0.328767,0.01,0.09589,0.111853,0.323944,0.109541,0.372247,0.519685,0.167665,0.384615,bad
0.39823,0.109589,0.48,0.061644,0.09182,0.352113,0.141343,0.486784,0.456693,0.42515,0.338462,bad
0.238938,0.212329,0.24,0.109589,0.110184,0.366197,0.215548,0.470631,0.677165,0.155689,0.415385,bad
0.371681,0.273973,0.34,0.123288,0.125209,0.323944,0.409894,0.596916,0.409449,0.167665,0.169231,bad
0.053097,0.150685,0,0.061644,0.063439,0.366197,0.201413,0.112335,0.740157,0.275449,0.861538,bad
0.513274,0.356164,0.24,0.130137,0.155259,0.394366,0.166078,0.714391,0.393701,0.203593,0.230769,bad
0.230088,0.164384,0.46,0.082192,0.103506,0.323944,0.134276,0.386931,0.519685,0.311377,0.4,good
0.345133,0.171233,0.2,0.130137,0.130217,0.239437,0.183746,0.582232,0.472441,0.221557,0.184615,bad
0.168142,0.523973,0,0.09589,0.257095,0.070423,0.021201,0.399413,0.645669,0.107784,0.369231,bad
0.19469,0.376712,0.15,0.061644,0.176962,0.169014,0.04947,0.391336,0.535433,0.203593,0.446154,bad
0.707965,0.130137,0.72,0.089041,0.100167,0.070423,0.081272,0.633627,0.110236,0.293413,0.215385,good
0.646018,0.178082,0.49,0.123288,0.143573,0.15493,0.127208,0.758443,0.330709,0.167665,0.292308,bad
0.300885,0.407534,0.22,0.09589,0.105175,0.169014,0.265018,0.5,0.393701,0.125749,0.169231,bad
0.380531,0.321918,0.5,0.075342,0.542571,0.366197,0.265018,0.464758,0.23622,0.766467,0.169231,bad
0.176991,0.414384,0.09,0.315068,0.175292,0.112676,0.038869,0.475771,0.480315,0.095808,0.369231,bad
0.274336,0.212329,0.25,0.116438,0.101836,0.394366,0.201413,0.446402,0.496063,0.149701,0.323077,bad
0.327434,0.5,0.14,0.109589,0.135225,0.169014,0.169611,0.526432,0.488189,0.125749,0.261538,bad
0.256637,0.308219,0.02,0.116438,0.108514,0.140845,0.102473,0.403818,0.488189,0.173653,0.369231,bad
0.619469,0.219178,0.64,0.082192,0.078464,0.056338,0.031802,0.582232,0.370079,0.203593,0.276923,bad
0.380531,0.431507,0.14,0.109589,0.123539,0.112676,0.084806,0.599853,0.472441,0.185629,0.323077,bad
0.327434,0.34589,0.2,0.041096,0.113523,0.366197,0.399293,0.523495,0.330709,0.473054,0.107692,bad
0.20354,0.253425,0.1,0.09589,0.103506,0.15493,0.084806,0.428047,0.535433,0.149701,0.276923,bad
0.707965,0.19863,0.54,0.130137,0.15192,0.253521,0.123675,0.684288,0.370079,0.257485,0.446154,bad
0.159292,0.462329,0,0.089041,0.088481,0.380282,0.162544,0.272394,0.590551,0.113772,0.492308,bad
0.327434,0.09589,0.37,0.034247,0.106845,0.098592,0.060071,0.538179,0.409449,0.221557,0.184615,bad
0.318584,0.417808,0.21,0.054795,0.103506,0.056338,0.024735,0.494126,0.362205,0.113772,0.169231,bad
0.044248,0.205479,0,0.061644,0.053422,0.239437,0.289753,0.110132,0.740157,0.239521,0.8,good
0.964602,0.359589,0.49,0.226027,0.138564,0.126761,0.060071,0.960352,0.141732,0.245509,0.415385,bad
0.256637,0.349315,0.12,0.287671,0.165275,0.690141,0.367491,0.604258,0.409449,0.263473,0.153846,bad
0.176991,0.260274,0.01,0.041096,0.080134,0.225352,0.070671,0.376652,0.519685,0.149701,0.215385,bad
0.221239,0.369863,0,0.10274,0.066778,0.070423,0.017668,0.228341,0.480315,0.197605,0.661538,good
0.247788,0.335616,0.01,0.075342,0.103506,0.169014,0.113074,0.544053,0.582677,0.191617,0.215385,bad
0.212389,0.287671,0,0.082192,0.111853,0.535211,0.173145,0.406021,0.511811,0.305389,0.461538,bad
0.185841,0.287671,0.13,0.075342,0.106845,0.197183,0.106007,0.530837,0.685039,0.185629,0.215385,bad
0.513274,0.150685,0.58,0.191781,0.270451,0.070423,0.035336,0.508811,0.354331,0.221557,0.446154,bad
0.504425,0.150685,0.52,0.130137,0.245409,0.197183,0.243816,0.714391,0.346457,0.185629,0.153846,bad
0.584071,0.376712,0.55,0.09589,0.1202,0.070423,0.024735,0.729075,0.338583,0.227545,0.169231,bad
0.283186,0.513699,0.26,0.19863,0.158598,0.422535,0.215548,0.485316,0.409449,0.077844,0.123077,bad
0.522124,0.082192,0.42,0.061644,0.108514,0.070423,0.056537,0.552863,0.370079,0.431138,0.369231,good
0.274336,0.356164,0.21,0.089041,0.108514,0.43662,0.448763,0.406021,0.417323,0.071856,0.230769,bad
0.814159,0.253425,0.67,0.143836,0.135225,0.070423,0.031802,0.626285,0.220472,0.359281,0.553846,bad
0.318584,0.082192,0.34,0.287671,0.083472,0.098592,0.056537,0.538179,0.377953,0.365269,0.384615,bad
0.283186,0.287671,0.26,0.075342,0.126878,0.309859,0.14841,0.589574,0.527559,0.245509,0.123077,bad
0.274336,0.315068,0.01,0.061644,0.126878,0.15493,0.042403,0.411894,0.456693,0.137725,0.323077,good
0.230088,0.349315,0.03,0.089041,0.113523,0.225352,0.289753,0.54185,0.622047,0.149701,0.215385,bad
0.283186,0.308219,0.09,0.09589,0.088481,0.464789,0.137809,0.301028,0.566929,0.245509,0.661538,good
0.256637,0.178082,0.57,0.09589,0.156928,0.056338,0.021201,0.43906,0.488189,0.131737,0.461538,bad
0.442478,0.383562,0.24,0.089041,0.125209,0.056338,0.077739,0.640969,0.314961,0.161677,0.276923,bad
0.035398,0.191781,0.5,0.232877,0.056761,0.394366,0.261484,0.009545,0.590551,0.197605,0.8,bad
1,0.164384,0.65,0.452055,0.140234,0.295775,0.229682,0.552863,0.188976,0.305389,1,bad
0.300885,0.205479,0.17,0.075342,0.101836,0.070423,0.042403,0.523495,0.433071,0.167665,0.123077,bad
0.097345,0.691781,0.09,0.041096,0.267112,0.084507,0.045936,0.288546,0.598425,0.08982,0.215385,bad
0.300885,0.212329,0.36,0.09589,0.105175,0.126761,0.14841,0.552863,0.472441,0.077844,0.153846,bad
0.292035,0.273973,0.26,0.068493,0.111853,0.577465,0.473498,0.464758,0.385827,0.125749,0.169231,bad
0.168142,0.349315,0.33,0.061644,0.078464,0.211268,0.077739,0.384728,0.488189,0.185629,0.261538,bad
0.371681,0.130137,0.4,0.130137,0.161937,0.084507,0.035336,0.445668,0.448819,0.275449,0.523077,good
0.256637,0.445205,0.2,0.493151,0.143573,0.408451,0.303887,0.64978,0.362205,0.149701,0.123077,bad
0.19469,0.246575,0.08,0.061644,0.103506,0.549296,0.204947,0.38326,0.299213,0.095808,0.184615,bad
0.230088,0.393836,0.13,0.075342,0.106845,0.15493,0.04947,0.395742,0.433071,0.125749,0.261538,bad
0.362832,0.390411,0.31,0.143836,0.123539,0.309859,0.265018,0.743759,0.582677,0.245509,0.492308,bad
0.690265,0.253425,0.58,0.143836,0.15192,0.380282,0.328622,0.787812,0.330709,0.401198,0.476923,bad
0.221239,0.40411,0,0.068493,0.113523,0.183099,0.102473,0.523495,0.574803,0.131737,0.153846,bad
0.265487,0.205479,0.25,0.205479,0.153589,0.380282,0.29682,0.570485,0.322835,0.143713,0.107692,bad
0.176991,0.315068,0.02,0.075342,0.083472,0.507042,0.166078,0.269457,0.480315,0.257485,0.492308,good
0.495575,0.219178,0.42,0.075342,0.098497,0.084507,0.04947,0.410426,0.314961,0.275449,0.415385,good
0.256637,0.400685,0.24,0.061644,0.580968,0.197183,0.201413,0.464758,0.204724,0.754491,0.169231,bad
0.477876,0.232877,0.44,0.136986,0.088481,0.042254,0.007067,0.489721,0.464567,0.173653,0.584615,bad
0.40708,0.19863,0.5,0.109589,0.071786,0.15493,0.067138,0.376652,0.472441,0.275449,0.753846,good
0.495575,0.150685,0.48,0.082192,0.066778,0.056338,0.010601,0.331131,0.362205,0.215569,0.569231,good
0.309735,0.479452,0,0.219178,0.138564,0.056338,0.028269,0.62188,0.488189,0.11976,0.184615,bad
0.238938,0.417808,0.24,0.068493,0.160267,0.239437,0.339223,0.486784,0.409449,0.155689,0.138462,bad
0.327434,0.363014,0.1,0.136986,0.128548,0.225352,0.120141,0.584435,0.433071,0.131737,0.169231,bad
0.654867,0.260274,0.59,0.034247,0.101836,0.309859,0.127208,0.582232,0.141732,0.209581,0.323077,good
0.318584,0.60274,0.09,0.09589,0.088481,0.084507,0.109541,0.497797,0.456693,0.131737,0.092308,bad
0.238938,0.489726,0.03,0.082192,0.133556,0.126761,0.045936,0.479442,0.511811,0.083832,0.184615,bad
0.451327,0.205479,0.46,0.082192,0.103506,0.056338,0.035336,0.471366,0.417323,0.245509,0.6,bad
0.256637,0.335616,0.26,0.068493,0.101836,0.323944,0.289753,0.4442,0.440945,0.11976,0.215385,bad
0.176991,0.335616,0.01,0.068493,0.113523,0.098592,0.067138,0.542584,0.748031,0.239521,0.323077,bad
0.300885,0.143836,0.53,0.109589,0.131886,0.239437,0.261484,0.552863,0.496063,0.281437,0.184615,bad
0.460177,0.260274,0.49,0.116438,0.397329,0.056338,0.04947,0.655653,0.448819,0.275449,0.353846,bad
0.230088,0.150685,0.24,0.075342,0.098497,0.408451,0.162544,0.417768,0.551181,0.149701,0.261538,bad
0.327434,0.109589,0.48,0.082192,0.135225,0.070423,0.021201,0.29442,0.409449,0.173653,0.615385,good
0.415929,0.253425,0.36,0.054795,0.115192,0.028169,0.028269,0.510279,0.417323,0.269461,0.384615,bad
0.39823,0.089041,0.34,0.075342,0.098497,0.619718,0.215548,0.559471,0.551181,0.317365,0.276923,good
0.371681,0.335616,0.19,0.212329,0.136895,0.408451,0.222615,0.572687,0.377953,0.101796,0.246154,bad
0.318584,0.219178,0.24,0.09589,0.085142,0.126761,0.077739,0.444934,0.401575,0.11976,0.276923,bad
0.415929,0.212329,0.44,0.068493,0.12187,0.112676,0.056537,0.514684,0.425197,0.131737,0.169231,bad
0.274336,0.30137,0.2,0.075342,0.105175,0.112676,0.116608,0.633627,0.582677,0.173653,0.138462,bad
0.265487,0.232877,0.11,0.116438,0.111853,0.15493,0.151943,0.494126,0.370079,0.143713,0.246154,bad
0.212389,0.075342,0.4,0.047945,0.085142,0.28169,0.215548,0.376652,0.598425,0.179641,0.415385,bad
0.699115,0.30137,0.49,0.10274,0.086811,0.056338,0.074205,0.721733,0.267717,0.323353,0.384615,bad
0.371681,0.19863,0.64,0.089041,0.135225,0.112676,0.127208,0.626285,0.629921,0.197605,0.323077,bad
0.061947,0.308219,0.01,0.054795,0.070117,0.056338,0.074205,0.244493,0.653543,0.305389,0.630769,good
0.654867,0.171233,0.76,0.226027,0.09015,0.084507,0.113074,0.758443,0.377953,0.161677,0.707692,good
0.238938,0.178082,0.21,0.075342,0.113523,0.084507,0.102473,0.442731,0.464567,0.083832,0.169231,bad
0.380531,0.260274,0.21,0.089041,0.126878,0.28169,0.116608,0.502937,0.464567,0.299401,0.415385,bad
0.300885,0.273973,0.25,0.075342,0.110184,0.253521,0.187279,0.4442,0.440945,0.08982,0.276923,bad
0.212389,0.390411,0.07,0.109589,0.131886,0.197183,0.053004,0.414831,0.503937,0.161677,0.446154,bad
0.495575,0.19863,0.43,0.089041,0.163606,0.140845,0.109541,0.529369,0.330709,0.203593,0.369231,bad
0.380531,0.325342,0.41,0.479452,0.123539,0.408451,0.363958,0.714391,0.417323,0.143713,0.138462,bad
0.274336,0.390411,0.49,0.061644,0.171953,0.267606,0.374558,0.494126,0.370079,0.227545,0.138462,bad
0.238938,0.157534,0.24,0.075342,0.09182,0.380282,0.14841,0.417768,0.543307,0.125749,0.246154,bad
0.39823,0.191781,0.57,0.253425,0.113523,0.070423,0.04947,0.473568,0.425197,0.143713,0.630769,bad
0.20354,0.424658,0.03,0.09589,0.070117,0.084507,0.035336,0.367841,0.559055,0.179641,0.476923,bad
0.504425,0.136986,0.45,0.376712,0.101836,0.056338,0.024735,0.552863,0.385827,0.293413,0.646154,good
0.283186,0.328767,0.14,0.10274,0.123539,0.028169,0.031802,0.545521,0.535433,0.161677,0.369231,bad
0.230088,0.308219,0.06,0.047945,0.106845,0.112676,0.074205,0.523495,0.488189,0.221557,0.184615,bad
0.20354,0.349315,0.02,0.068493,0.110184,0.239437,0.084806,0.517621,0.519685,0.251497,0.215385,bad
0.19469,0.383562,0.21,0.082192,0.096828,0.112676,0.060071,0.395742,0.503937,0.161677,0.292308,bad
0.336283,0.321918,0.29,0.116438,0.161937,0.422535,0.399293,0.582966,0.322835,0.101796,0.107692,bad
0.389381,0.232877,0.23,0.130137,0.133556,0.380282,0.34629,0.604258,0.283465,0.137725,0.123077,bad
0.159292,0.171233,0.25,0.068493,0.103506,0.28169,0.151943,0.538179,0.653543,0.173653,0.215385,bad
0.336283,0.342466,0.12,0.061644,0.100167,0.521127,0.141343,0.364905,0.503937,0.335329,0.523077,bad
0.380531,0.321918,0.39,0.09589,0.138564,0.056338,0.056537,0.626285,0.496063,0.149701,0.292308,bad
0.415929,0.19863,0.39,0.089041,0.086811,0.15493,0.088339,0.611601,0.409449,0.191617,0.276923,bad
0.389381,0.315068,0.25,0.130137,0.105175,0.112676,0.34629,0.566814,0.385827,0.143713,0.2,bad
0.20354,0.315068,0.2,0.058219,0.076795,0.098592,0.056537,0.231278,0.503937,0.095808,0.507692,bad
0.159292,0.308219,0.02,0.061644,0.09182,0.042254,0.017668,0.508811,0.566929,0.209581,0.169231,bad
0.221239,0.421233,0.16,0.068493,0.146912,0.197183,0.250883,0.479442,0.417323,0.185629,0.138462,bad
0.300885,0.130137,0.45,0.082192,0.340568,0.056338,0.035336,0.257709,0.322835,0.287425,0.630769,good
0.221239,0.232877,0.14,0.130137,0.106845,0.197183,0.109541,0.45301,0.488189,0.095808,0.353846,bad
0.442478,0.328767,0.5,0.09589,0.111853,0.380282,0.229682,0.707048,0.598425,0.143713,0.2,bad
0.283186,0.30137,0.19,0.061644,0.153589,0.15493,0.144876,0.464758,0.354331,0.359281,0.169231,bad
0.212389,0.315068,0.12,0.068493,0.131886,0.464789,0.416961,0.406021,0.551181,0.08982,0.323077,bad
0.20354,0.246575,0.2,0.068493,0.116861,0.112676,0.060071,0.424376,0.511811,0.05988,0.1,bad
0.185841,0.30137,0.09,0.136986,0.111853,0.084507,0.056537,0.48605,0.566929,0.167665,0.276923,bad
0.327434,0.315068,0.13,0.136986,0.140234,0.183099,0.201413,0.611601,0.338583,0.173653,0.107692,bad
0.221239,0.280822,0.07,0.054795,0.098497,0.197183,0.063604,0.36931,0.433071,0.197605,0.369231,bad
0.212389,0.342466,0.08,0.061644,0.106845,0.098592,0.063604,0.567548,0.582677,0.11976,0.092308,bad
0.159292,0.356164,0.21,0.061644,0.115192,0.183099,0.088339,0.500734,0.669291,0.197605,0.215385,bad
0.318584,0.150685,0.37,0.068493,0.075125,0.591549,0.240283,0.29442,0.385827,0.287425,0.553846,bad
0.19469,0.239726,0.08,0.089041,0.086811,0.239437,0.113074,0.400881,0.440945,0.191617,0.184615,bad
0.327434,0.363014,0.1,0.136986,0.128548,0.225352,0.120141,0.584435,0.433071,0.131737,0.169231,bad
0.539823,0.157534,0.53,0.116438,0.096828,0.056338,0.035336,0.523495,0.322835,0.191617,0.4,good
0.256637,0.260274,0.36,0.356164,0.098497,0.225352,0.339223,0.567548,0.480315,0.281437,0.323077,bad
0.176991,0.421233,0.02,0.479452,0.183639,0.943662,0.416961,0.685022,0.574803,0.11976,0.230769,bad
0.469027,0.321918,0.07,0.171233,0.15025,0.43662,0.229682,0.740088,0.448819,0.227545,0.215385,bad
0.176991,0.273973,0.08,0.10274,0.096828,0.169014,0.070671,0.257709,0.519685,0.233533,0.630769,good
0.247788,0.729452,0,0.229452,0.141903,0.056338,0.028269,0.479442,0.700787,0.125749,0.353846,bad
0.451327,0.390411,0.32,0.109589,0.126878,0.295775,0.300353,0.57489,0.433071,0.173653,0.261538,bad
0.159292,0.130137,0.09,0.034247,0.09015,0.197183,0.077739,0.331865,0.535433,0.221557,0.246154,good
0.309735,0.178082,0.48,0.061644,0.24207,0.056338,0.038869,0.552863,0.440945,0.431138,0.153846,bad
0.415929,0.212329,0.44,0.068493,0.12187,0.112676,0.056537,0.514684,0.425197,0.131737,0.169231,bad
